1   5.08812   0
2   5.0803   0.00782052
3   5.04736   0.0332495
4   5.05805   0.025828
5   5.07741   0.027834
6   5.0729   0.0231695
7   5.04753   0.0320424
8   5.04548   0.0278252
9   5.03312   0.0274765
10   5.02518   0.0258268
11   5.01698   0.0247607
12   5.00536   0.0254135
13   4.99266   0.0266029
14   4.98895   0.024908
15   4.99254   0.0234652
16   5.00292   0.0242784
17   5.00687   0.023146
18   5.0196   0.0252601
19   5.01988   0.0238953
20   5.01488   0.0232135
21   5.01284   0.022174
22   5.00611   0.0221873
23   5.0156   0.0232267
24   5.01434   0.0222734
25   5.01384   0.0213697
26   5.01582   0.0206264
27   5.00886   0.0210336
28   5.00759   0.0203085
29   5.00488   0.019782
30   5.00866   0.019482
31   5.00728   0.0188934
32   5.00236   0.0189423
33   4.99877   0.0187074
34   4.99787   0.0181711
35   4.99844   0.0176532
36   4.99475   0.0175466
37   4.99015   0.017677
38   4.9888   0.0172577
39   4.99014   0.0168628
40   4.9911   0.0164635
41   4.99488   0.0164965
42   4.99325   0.0161818
43   4.99506   0.0159045
44   4.99557   0.0155472
45   4.99816   0.0154175
46   5.00094   0.0153319
47   5.00265   0.0150998
48   5.00273   0.014782
49   5.00235   0.0144821
50   5.00392   0.0142761
51   5.00535   0.0140663
52   5.00394   0.0138655
53   5.00407   0.013602
54   5.00605   0.013494
55   5.0061   0.0132464
56   5.00567   0.0130149
57   5.00211   0.0132717
58   5.00361   0.0131272
59   5.0026   0.0129421
60   5.00218   0.0127317
61   5.00216   0.0125212
62   5.00425   0.0124922
63   5.00299   0.0123564
64   5.00384   0.0121915
65   5.00521   0.0120809
66   5.0052   0.0118964
67   5.00672   0.0118158
68   5.00693   0.0116426
69   5.00627   0.0114918
70   5.00543   0.0113576
71   5.00394   0.0112956
72   5.0051   0.0111986
73   5.00501   0.0110444
74   5.00603   0.0109418
75   5.00556   0.0108053
76   5.00548   0.0106625
77   5.00521   0.0105265
78   5.00344   0.0105399
79   5.00309   0.0104115
80   5.00371   0.0102989
81   5.00272   0.0102189
82   5.00233   0.0101009
83   5.00112   0.0100515
84   5.00093   0.0099329
85   4.99909   0.00998756
86   4.99815   0.00991563
87   4.9976   0.00981598
88   4.99907   0.0098139
89   4.99847   0.00972126
90   5.00104   0.00994882
91   5.00213   0.00989893
92   5.00352   0.00988921
93   5.00229   0.00985891
94   5.00254   0.00975663
95   5.00049   0.00986876
96   5.00112   0.00978559
97   5.00163   0.00969751
98   5.00072   0.00964093
99   5.00109   0.0095504
100   5.00107   0.00945445
