1   1.48063   0
2   1.49501   0.014378
3   1.51732   0.0238065
4   1.5061   0.0202293
5   1.50541   0.0156848
6   1.50694   0.0128977
7   1.51314   0.0125417
8   1.50603   0.0129862
9   1.50615   0.0114534
10   1.50455   0.0103697
11   1.50581   0.00946423
12   1.51161   0.0104084
13   1.50786   0.0102839
14   1.51398   0.0113182
15   1.51723   0.0110274
16   1.51821   0.0103618
17   1.51502   0.0102431
18   1.51459   0.00966708
19   1.51074   0.0099216
20   1.50906   0.00956002
21   1.51055   0.00921492
22   1.50732   0.00936282
23   1.50607   0.00903367
24   1.50487   0.00873108
25   1.5027   0.00865223
26   1.50272   0.00831282
27   1.50286   0.00800031
28   1.50267   0.00771173
29   1.50614   0.00820911
30   1.50611   0.0079308
31   1.50827   0.00796854
32   1.50817   0.0077162
33   1.50742   0.00751622
34   1.50661   0.00733567
35   1.50578   0.00717203
36   1.50467   0.00705795
37   1.50456   0.00686531
38   1.50515   0.00670786
39   1.50507   0.00653406
40   1.50365   0.0065249
41   1.50316   0.00638273
42   1.50258   0.00625624
43   1.50298   0.00612242
44   1.5009   0.00633487
45   1.50044   0.00620905
46   1.50073   0.00607925
47   1.50017   0.0059742
48   1.49841   0.0061083
49   1.49766   0.00602899
50   1.49812   0.00592485
51   1.4986   0.00582733
52   1.49868   0.00571467
53   1.49884   0.00560832
54   1.49808   0.00555669
55   1.49681   0.00559933
56   1.49655   0.00550468
57   1.49671   0.00540958
58   1.49704   0.00532552
59   1.49766   0.00527134
60   1.4962   0.0053834
61   1.49614   0.00529482
62   1.49685   0.00525676
63   1.49768   0.00523976
64   1.49763   0.00515746
65   1.49754   0.00507841
66   1.49671   0.00506958
67   1.49622   0.00501742
68   1.49752   0.00511179
69   1.49735   0.00503988
70   1.49741   0.00496774
71   1.49772   0.00490698
72   1.49704   0.00488658
73   1.49609   0.00491235
74   1.49505   0.00495481
75   1.49564   0.0049237
76   1.49592   0.00486649
77   1.49653   0.00484178
78   1.49606   0.00480282
79   1.49577   0.00475035
80   1.4956   0.00469348
81   1.49623   0.0046777
82   1.49627   0.00462045
83   1.49657   0.00457432
84   1.49719   0.00456119
85   1.49866   0.00474041
86   1.49824   0.00470303
87   1.49825   0.00464867
88   1.49824   0.00459555
89   1.49844   0.00454803
90   1.49828   0.00450002
91   1.49912   0.00452891
92   1.49858   0.0045115
93   1.49853   0.00446299
94   1.49917   0.0044614
95   1.49913   0.00441444
96   1.49896   0.00437139
97   1.49837   0.00436626
98   1.49784   0.00435407
99   1.49776   0.0043105
100   1.49735   0.00428689
