0 -0.651587 0.00485588
1 -0.665583 0.0040123
2 -0.679582 0.00346353
3 -0.689991 0.00433956
4 -0.699904 0.00521759
5 -0.703314 0.00502599
6 -0.709922 0.00451455
7 -0.714567 0.00402182
8 -0.718808 0.00379854
9 -0.728511 0.00457542
10 -0.730655 0.00498937
11 -0.732003 0.00423138
12 -0.740088 0.00407878
13 -0.737575 0.00393
14 -0.740183 0.00331423
15 -0.743517 0.00413743
16 -0.744954 0.00333574
17 -0.751517 0.00314684
18 -0.748843 0.00228287
19 -0.751082 0.00352339
20 -0.751301 0.00334298
21 -0.751464 0.00422769
22 -0.753252 0.00327881
23 -0.752051 0.00402009
24 -0.755264 0.0043533
25 -0.756041 0.0049886
26 -0.753149 0.00546518
27 -0.756795 0.00514613
28 -0.758144 0.00465002
29 -0.761634 0.00573005
30 -0.762774 0.00519726
31 -0.763472 0.00447845
32 -0.763918 0.00449913
33 -0.76454 0.00428149
34 -0.77239 0.00524215
35 -0.770638 0.00559804
36 -0.775839 0.00599284
37 -0.774095 0.00452984
38 -0.7745 0.00437026
39 -0.773541 0.00465912
40 -0.774113 0.00342326
41 -0.77242 0.00399574
42 -0.776817 0.00417885
43 -0.780173 0.00448407
44 -0.777987 0.0054436
45 -0.773098 0.00487137
46 -0.770369 0.0052908
47 -0.770295 0.00447829
48 -0.773745 0.0043907
49 -0.771865 0.00405598
50 -0.773656 0.00346376
51 -0.777888 0.00363502
52 -0.780307 0.00415884
53 -0.777481 0.0044565
54 -0.779798 0.00360558
55 -0.778564 0.00372962
56 -0.776777 0.00452798
57 -0.777626 0.00446806
58 -0.776408 0.00407965
59 -0.774407 0.00274285
60 -0.77922 0.00350467
61 -0.778999 0.00321314
62 -0.776159 0.00337329
63 -0.7792 0.00337095
64 -0.779166 0.00332985
65 -0.782993 0.00291295
66 -0.784925 0.00406455
67 -0.783673 0.00391187
68 -0.782812 0.00369675
69 -0.781267 0.00430684
70 -0.7805 0.00415321
71 -0.778052 0.00454702
72 -0.778637 0.00405454
73 -0.775068 0.00370056
74 -0.77648 0.0029195
75 -0.77779 0.00364274
76 -0.779018 0.00320027
77 -0.779355 0.0028784
78 -0.779023 0.00253157
79 -0.781882 0.00285786
80 -0.782972 0.00242458
81 -0.783086 0.00223499
82 -0.783851 0.00257305
83 -0.782474 0.00231264
84 -0.77907 0.00280716
85 -0.780785 0.00310048
86 -0.783458 0.00318641
87 -0.784221 0.00318267
88 -0.78195 0.00310334
89 -0.77885 0.00285288
90 -0.776349 0.00300336
91 -0.778719 0.00309132
92 -0.780352 0.00305756
93 -0.781404 0.00296853
94 -0.780586 0.0036041
95 -0.776304 0.00417621
96 -0.781559 0.00422735
97 -0.780555 0.00388898
98 -0.780508 0.00384165
99 -0.77908 0.00355129
100 -0.779604 0.00380737
101 -0.778689 0.00327763
102 -0.78116 0.0034322
103 -0.779055 0.00286508
104 -0.775616 0.00367999
105 -0.773367 0.00387367
106 -0.773882 0.00354652
107 -0.773866 0.00391575
108 -0.777066 0.00273915
109 -0.78078 0.00260511
110 -0.780538 0.00303173
111 -0.779619 0.00270196
112 -0.784052 0.00254273
113 -0.781844 0.00242489
114 -0.781432 0.00247733
115 -0.781882 0.0024136
116 -0.784264 0.00354896
117 -0.780062 0.00334113
118 -0.780673 0.00301275
119 -0.779448 0.0029825
120 -0.778311 0.00317148
121 -0.778652 0.00363043
122 -0.777632 0.00284075
123 -0.778802 0.0030805
124 -0.778387 0.00319239
125 -0.780241 0.00307805
126 -0.780984 0.00292905
127 -0.779884 0.00337341
128 -0.780799 0.00376102
129 -0.77796 0.00330959
130 -0.77644 0.00317787
131 -0.77584 0.0024405
132 -0.775989 0.00333526
133 -0.778928 0.0031588
134 -0.778816 0.0031659
135 -0.774991 0.00384045
136 -0.774151 0.00379228
137 -0.775829 0.00396077
138 -0.775129 0.00391361
139 -0.776818 0.00395631
140 -0.779603 0.00327246
141 -0.777986 0.00343073
142 -0.779092 0.00312526
143 -0.780292 0.00360538
144 -0.776324 0.0027673
145 -0.778639 0.00308485
146 -0.776916 0.00290577
147 -0.778367 0.00307727
148 -0.779991 0.00334155
149 -0.780919 0.00309722
150 -0.781731 0.00373362
151 -0.786525 0.00322832
152 -0.785433 0.00297525
153 -0.780378 0.00330255
154 -0.779723 0.00339339
155 -0.77957 0.00370563
156 -0.782348 0.0039685
157 -0.785609 0.00337698
158 -0.782585 0.00359843
159 -0.782317 0.003311
160 -0.781634 0.00330082
161 -0.782221 0.00347045
162 -0.778499 0.00384633
163 -0.777084 0.00392384
164 -0.77697 0.0038189
165 -0.776176 0.00400185
166 -0.777511 0.00350438
167 -0.776165 0.00305362
168 -0.776689 0.00414425
169 -0.777647 0.00354754
170 -0.776401 0.00412273
171 -0.775655 0.00442964
172 -0.77807 0.00374396
173 -0.77907 0.00297969
174 -0.778571 0.003285
175 -0.782373 0.0031362
176 -0.780015 0.0027107
177 -0.780019 0.00289522
178 -0.782976 0.00243266
179 -0.781347 0.00288592
180 -0.783437 0.00317624
181 -0.785069 0.00317254
182 -0.78592 0.00288367
183 -0.781783 0.00281806
184 -0.779155 0.00395247
185 -0.778203 0.00317019
186 -0.777635 0.00302902
187 -0.775711 0.00301742
188 -0.778566 0.00203103
189 -0.778366 0.00238074
190 -0.775403 0.00243311
191 -0.776931 0.00254618
192 -0.776377 0.0020447
193 -0.773679 0.00219646
194 -0.771896 0.00330658
195 -0.773283 0.00340971
196 -0.77444 0.00362736
197 -0.774251 0.00298968
198 -0.775303 0.00405619
199 -0.774488 0.00401367
200 -0.774966 0.00429011
201 -0.777598 0.00354253
